30000 60000
17541 3862 27
25536 12932 81
2655 4918 54
1602 24926 41
20643 21850 52
29310 7157 31
28561 25902 28
17842 8639 49
24871 14482 88
16403 820 47
16979 27982 34
27827 26663 99
26994 28399 38
18398 2210 60
5628 10360 45
25432 6733 73
27678 24043 21
27820 14597 20
24191 1123 90
13048 12210 37
573 7482 64
7988 26731 90
14038 12121 35
1921 19598 63
18337 13850 71
18429 29012 48
5287 4595 71
8764 255 50
1622 23294 87
16041 7353 44
6385 16003 96
29563 14891 53
26712 8264 74
25763 16436 36
17499 14910 66
3733 5183 60
26857 21723 94
10440 2880 59
11305 6631 52
24786 22155 34
10207 18033 29
5832 15458 82
1421 21091 79
28865 707 85
22653 10744 95
3865 16886 78
19344 8048 63
15292 20884 91
25340 1509 99
6244 23524 37
25827 10508 22
6291 21787 98
16475 27049 89
13336 19482 50
29803 3979 73
14669 25262 79
3433 23940 100
14605 6849 37
10059 15865 43
10899 10095 74
6834 28374 90
1636 2151 50
15162 28631 14
25259 8089 28
16378 130 71
7337 8581 96
17090 28786 18
3435 29396 66
6083 10666 30
18730 3875 60
23759 23391 29
18407 29716 94
14127 13849 91
19585 11368 74
27805 28943 16
7306 15433 47
5550 16843 97
21659 12999 46
10185 23271 17
948 4088 83
4308 11596 20
23656 23240 32
1705 13208 77
23926 8672 58
12278 27229 38
12529 6719 22
1269 15677 68
1644 8523 50
26178 3537 97
17870 1343 64
29336 10993 46
8693 12751 95
4295 4774 59
16517 16083 61
10118 23078 92
51 18143 26
20626 11014 55
19415 20444 33
19826 2370 24
7320 10943 93
20101 17044 50
11001 9695 99
22685 28584 84
3217 8780 93
23931 21983 68
27007 16837 21
9850 16236 35
25660 22148 93
16836 22355 59
11876 14363 95
591 2709 38
11070 14431 82
7465 192 10
1895 16468 19
24342 10090 29
18597 2597 56
14374 830 64
22281 6284 28
22799 19824 24
19860 25753 90
23310 8524 83
12930 1959 20
9491 29614 76
29282 6127 56
11081 21176 43
28744 11708 43
24961 15433 87
9632 11860 47
27341 29408 78
6340 20478 21
16005 6915 81
24434 1101 67
25895 11886 95
26990 4683 42
28218 7718 82
25355 168 68
5560 807 78
25684 19367 68
1912 1112 48
20600 338 70
2803 28199 20
14664 11716 29
23754 5963 17
5133 8521 83
1031 22544 69
19937 3494 82
20861 2524 100
3330 29407 47
24233 28580 90
11576 23404 83
9271 24052 62
16589 25896 31
28912 891 20
4702 12454 11
8881 25080 60
21948 18705 17
24074 6320 32
20667 29170 93
15630 22785 83
1451 28773 86
12539 9477 89
27903 21716 53
27848 25131 44
13180 16160 100
18737 28722 26
12021 19107 14
23473 27172 44
27591 24948 60
23763 7588 15
26594 4588 65
12012 1119 49
2596 25842 59
21976 2329 15
20122 10417 71
504 24391 40
19138 1697 90
24591 23076 86
29313 5542 77
14651 25825 51
21791 20538 49
5381 16977 72
25395 6709 45
9520 9716 51
94 27053 11
3623 10747 75
26375 23432 88
25070 24650 12
14024 23066 69
7808 10081 50
15841 6470 43
16065 18202 33
3517 9964 84
14157 8196 100
18453 26123 75
17915 20135 98
9893 16095 31
20521 15908 99
28254 24169 30
29875 22300 34
21140 21772 94
18034 5335 52
27634 7636 88
22833 20154 85
6203 13990 80
27298 19008 55
14207 2428 37
9130 22473 68
17740 21715 11
630 4070 44
21669 21710 59
28805 11971 90
4247 12974 41
12073 4846 43
19222 3350 83
28242 3387 77
707 1424 96
14278 19117 14
5263 19974 46
20820 10800 91
25352 25841 17
19263 15260 52
18974 1548 38
6670 6671 80
14961 6654 79
12547 29666 82
11960 28925 36
1886 19948 39
4311 5927 12
980 8173 81
7219 11735 13
633 12340 49
23293 17313 99
25462 2906 97
1810 6603 46
8323 21880 57
19702 17706 68
19917 7579 20
8950 1460 28
27627 26172 79
22732 23683 94
11799 17822 72
6785 22225 47
7249 24265 53
15137 23668 11
5628 5136 26
18187 17780 64
23065 18375 27
4812 2940 53
3687 16273 86
14969 4114 33
17159 14252 83
23102 9072 32
25108 15063 94
18506 21220 33
19153 25283 10
26000 22133 31
20595 27811 93
1433 29906 55
15265 4162 31
18567 17272 95
18744 18912 91
16816 21993 57
6617 6908 32
14652 11848 82
11758 6231 80
12115 3905 79
27471 25222 67
21274 11489 40
19598 29980 14
7181 1645 63
16221 10980 27
14731 2772 62
16438 2661 69
126 14293 70
26369 11329 19
21628 18551 68
28715 20727 63
5024 13680 44
23071 1881 73
22439 10517 63
8528 15864 64
24364 15994 81
12671 18732 43
674 410 67
5381 5768 48
10072 3833 10
25293 9490 81
14480 7554 34
9911 2176 74
19634 20207 97
17654 17064 98
5861 7709 58
19478 16204 71
15639 12945 18
17087 14723 75
17077 21403 15
7923 29738 99
18183 7569 40
21482 13438 47
12944 18905 10
22166 28400 12
20475 27487 80
19680 9406 41
3862 8645 56
25883 11417 72
27425 7506 39
3183 979 67
4484 2993 87
18466 23715 73
26239 1514 16
14915 17978 38
9223 9708 56
29405 23242 57
20161 493 23
23663 22891 82
14800 10474 45
23963 19799 88
9223 722 44
20057 9911 48
2907 602 37
26691 17241 66
27469 11750 40
26703 22632 80
2951 27102 32
19453 6004 96
20956 24917 86
22981 12964 82
2285 24410 55
10170 7863 33
8409 11066 81
14445 21200 47
24333 24572 34
24639 2743 28
771 17678 16
776 5340 75
6148 15319 28
20513 10665 46
14358 13914 77
12043 3469 36
9388 24283 36
6060 14782 82
6243 20046 66
29132 13416 16
15566 2589 54
14270 29610 69
25575 4286 28
4451 25889 20
3730 17203 72
17684 26916 77
6820 29585 21
23840 14842 54
16935 12513 50
26816 27908 55
12799 10634 56
9052 1513 64
22057 10812 50
9396 9379 16
21581 1881 16
14986 20433 27
19531 27458 19
27196 543 26
862 13141 80
9741 14621 77
40 7849 91
27843 15829 16
29843 28350 48
3157 11143 27
2612 1196 12
7487 9529 63
4025 12555 49
24200 6428 53
20369 22642 96
15501 6157 37
1704 24050 48
24273 17530 48
25486 22128 75
4341 13733 71
26295 22499 100
14060 10135 16
20309 17270 35
1204 21231 28
19724 12640 96
17444 17478 82
10873 14629 52
567 5602 60
3119 21200 97
25892 17937 51
23603 28025 22
2831 16844 24
24012 14642 86
10947 9970 43
22660 20473 23
3235 25941 41
2464 1463 72
24740 8446 61
1313 4969 70
4298 21680 30
21280 25037 75
4108 17841 71
15756 26917 24
2470 640 10
9976 28258 66
21989 7067 12
4567 22579 59
23902 6904 64
28216 22106 24
2556 26118 30
22845 12239 35
7620 7168 77
23587 8447 15
26437 19762 44
25426 21228 50
28385 18471 74
27899 13627 80
18198 590 12
13387 6666 64
12773 17019 17
13078 26574 44
1301 1639 42
4939 778 30
5989 20471 36
24558 5318 73
6710 5991 90
20816 12574 71
3665 19398 25
14569 5646 34
27804 16315 100
15823 1297 53
4590 22004 95
1802 6206 37
13936 20242 94
24097 24344 81
10891 10764 24
17640 6933 14
21347 7863 42
1656 29065 48
26713 459 78
28657 22634 96
25615 26226 12
19365 29383 58
1646 12048 74
12990 20438 91
16457 28568 65
15204 28610 54
27378 6807 63
3657 6649 77
1472 2973 21
26875 15858 41
23031 12359 42
8506 11496 98
28388 12823 97
23245 24645 46
7304 22947 58
29657 14730 69
1013 29879 23
25989 28457 25
23057 15947 29
1563 28778 87
3327 9273 93
26800 9401 83
26062 2613 74
25329 27168 49
13308 13220 90
9132 9888 42
14085 7355 70
9826 24811 18
26789 18847 58
12751 13072 22
24577 142 48
14614 21137 79
27544 29986 60
24487 13570 53
18850 23928 14
2142 10310 47
15556 19546 95
28767 10358 100
10129 27881 46
24471 6106 27
12068 4373 79
6645 12641 11
22013 12056 59
25920 2779 65
3912 21611 83
6690 10974 73
29713 7958 35
4442 12344 60
20242 8540 68
13481 2638 60
10918 10693 64
6206 14634 66
25795 7403 76
25224 22319 53
28953 23557 42
23072 10422 16
24708 13514 58
19516 18414 80
21365 838 77
28251 15596 35
25198 23009 29
2016 19601 73
1307 18297 74
24041 17129 12
18334 4797 37
8306 12776 71
2360 1785 30
8844 15384 64
22869 26016 14
2690 19550 36
29932 22214 93
28776 26912 54
9568 21987 51
29498 15432 69
502 18120 80
479 19571 52
5346 20446 19
9739 24183 16
12102 7380 81
3591 21324 59
22541 25793 83
7443 12330 94
25444 29067 36
7998 17043 27
18788 32 63
27226 9780 85
19387 3138 39
17726 13107 84
9864 5621 92
17704 16719 65
28148 13798 36
6442 27960 24
20136 24102 44
17285 11566 42
4636 3792 13
14929 15453 18
4092 29767 71
15230 18409 63
26193 8854 61
16430 3622 27
10982 21989 83
92 22416 77
10272 29739 84
439 29177 61
15469 22009 40
9998 28888 66
4332 20068 25
21571 3956 81
3330 26918 43
9275 18247 64
9674 5477 19
26246 9163 93
29937 9545 99
12066 16651 81
27258 16955 10
22642 14151 81
3870 7993 67
17848 688 91
2274 20780 15
17986 7707 30
9005 22885 93
1049 8570 91
4319 6697 26
26783 13050 44
17270 26842 60
10770 7644 87
15672 27049 98
28150 4650 24
8025 11360 73
2629 23006 55
17666 22909 78
9614 593 47
1404 10421 28
6537 18287 82
8493 28529 11
3761 98 45
22 21955 82
7548 1406 25
25766 12749 13
6754 121 16
14838 24668 85
21932 8419 72
17552 29523 95
20406 11869 65
12627 7497 16
29 12250 31
20075 11073 43
12200 26440 35
14157 21044 40
27706 14248 80
1576 14309 10
26980 2928 68
21291 28104 28
24572 10060 21
2079 15518 33
16929 24897 22
26553 11224 31
9711 20000 41
15433 16856 86
28701 11255 65
27337 4813 62
13668 20643 42
15415 26658 96
21132 21626 66
20442 19137 39
7156 19693 33
20188 29070 66
11990 11997 43
13036 18013 48
2133 22458 85
17385 7134 77
649 3591 76
11710 28197 24
10230 12500 90
6353 2177 61
25433 25282 68
28261 8072 79
2549 496 19
26991 16951 97
4917 21730 28
24906 8255 13
20909 8000 91
17008 5523 21
13758 4446 84
29376 6866 23
27897 29240 93
7244 26319 10
1064 24351 42
10117 135 61
27505 521 39
27562 22108 24
1411 25849 31
2305 29632 37
11761 302 36
27825 15941 27
22700 21541 60
11902 8048 10
27535 27754 45
29050 12220 76
21241 26799 91
3184 19641 80
6859 23147 32
79 533 32
5640 1905 39
8334 944 33
3915 28715 51
7787 27108 86
8267 4509 38
754 14030 66
609 11035 15
7627 29287 50
29974 13319 47
8467 3437 70
4351 18094 65
23583 12053 68
13151 20617 39
13956 12686 48
25120 15617 76
2820 21605 94
5622 27051 22
4129 1502 76
12355 18331 26
24130 27203 78
11524 27299 64
28705 2202 94
16508 23187 16
11521 21420 43
4804 22934 23
17804 29763 58
17500 20899 14
29492 26752 81
15383 24079 42
29659 22834 92
2020 18611 48
21701 25722 40
18328 21966 93
23885 14875 73
5235 24287 27
25040 3771 51
22399 8892 41
24654 18291 76
7308 27608 83
28220 16640 50
14392 3717 45
15585 23188 80
6432 9408 99
9136 667 94
9751 15741 82
27419 25898 53
12959 6340 37
24774 29282 91
1268 9651 47
8431 1044 29
26556 25594 74
28744 21669 74
5143 20227 65
10827 20704 68
20306 4755 16
7440 12664 40
22322 14906 69
21608 7728 86
28912 4071 88
1395 19744 19
19059 14193 48
6671 380 67
29217 2533 75
22601 7736 55
7337 20040 56
4448 16094 37
4469 5310 48
19361 17318 56
18972 29861 12
5348 6612 35
8976 10714 49
8586 13408 91
19051 14373 50
10369 4838 60
27748 9071 84
5002 21117 87
657 20487 79
14715 23368 54
18968 11253 75
24391 17348 15
1352 10584 89
6449 27539 57
22939 29241 32
6951 15738 48
21945 16731 63
26675 1424 49
11999 5717 46
3024 26094 88
22367 23873 77
14167 13180 67
791 27920 73
18263 13461 43
29098 22643 44
14205 21126 12
28587 2680 87
14130 6755 50
11397 6276 16
9022 28850 89
10502 23449 15
15732 16930 55
25698 1846 62
28311 7166 76
21772 1911 62
29784 8411 14
7925 2768 59
20209 28285 70
29386 6718 75
20134 16405 83
2479 15941 43
24204 25454 13
22014 1761 36
723 12212 56
19553 2901 64
9690 12297 93
13402 19087 48
27665 18883 11
27718 18915 72
6447 25533 87
26704 17635 45
9474 29772 97
25212 28548 68
16701 4582 49
13896 1562 81
5698 21699 84
3951 9211 54
12500 19629 83
19043 27877 72
11940 29322 40
22803 4498 74
24544 9780 83
29038 16385 18
5419 1098 45
5890 4935 82
26393 10599 96
22403 23346 83
2942 9451 33
5580 29644 27
7940 19796 24
23942 29369 76
14746 19594 91
21830 28413 91
6405 24177 54
27657 29932 95
21838 17748 47
18786 867 87
13101 5335 55
27341 3006 67
10027 18029 66
14196 10906 22
7756 24370 75
17630 3674 30
20258 2291 67
24338 6029 80
27769 14011 48
15645 29114 46
25881 29038 89
16373 21499 71
979 20150 97
28746 4065 52
2184 29050 53
19100 29970 93
26289 6274 97
21282 24006 34
23217 8582 84
22787 15053 52
23807 28452 62
10393 20210 75
28891 5939 24
21246 25465 63
19916 6867 19
26060 17099 73
17213 25072 11
29172 7305 50
2777 15197 37
8792 21121 80
25531 21090 50
7209 11575 61
23108 22704 82
10838 6192 25
1637 25621 40
24160 17010 54
22037 5982 39
1403 23289 71
29569 99 49
9823 15890 38
1922 3288 93
13674 25510 71
8420 10729 63
12813 11386 50
9570 19180 77
5256 4205 26
24549 11513 89
1200 24748 85
26399 15508 100
19187 14174 45
9442 826 83
10209 21794 42
13270 11151 70
142 24998 75
29464 2433 49
18662 17270 90
20216 20679 86
5969 2912 50
11394 17737 64
2538 10987 86
28482 28476 13
3195 20344 61
11878 24960 31
21677 15616 15
17200 24725 69
16117 21065 70
10734 4424 32
7126 25154 41
27275 18144 13
17881 28470 40
16620 18616 31
5538 5747 75
10894 10251 62
28447 12028 72
23547 16994 68
26316 17477 89
3652 3204 10
21278 8553 79
3600 23081 85
3777 21398 18
2464 16503 14
24150 10780 93
1859 8116 21
19855 25399 94
26496 3468 74
23914 24176 55
27594 12998 40
27346 26910 12
2238 3627 68
8505 23789 79
14175 2758 49
18551 24354 41
9903 28732 97
26056 16765 20
6761 28223 14
14744 13297 48
16715 28757 20
5024 22182 65
9695 18636 95
29989 28276 84
20234 25574 43
25598 26708 79
11790 1636 82
8346 9974 48
21743 26753 68
28243 26129 42
9901 3028 84
28734 11953 13
29204 8780 98
12823 22070 47
14691 25502 18
3437 16140 69
10058 4530 80
12545 1785 56
14642 802 26
16928 23881 71
5414 20755 47
25276 7355 72
13742 26722 45
26038 1282 82
28403 10748 70
146 3634 23
19833 23335 95
29423 14924 35
18089 7657 11
21608 13429 72
16247 277 86
8465 10683 10
14309 7644 66
11791 16152 100
6864 25872 30
18464 16093 99
28175 27957 92
20544 12920 73
12292 19827 25
21862 586 38
23435 25414 13
17327 13680 50
5986 29327 37
11152 14334 27
27354 2676 17
25365 28459 99
10226 18503 16
6085 24539 70
7405 2088 67
13800 20273 88
26073 27419 87
10336 2818 21
3454 6075 76
628 21695 77
23133 5657 38
23266 22187 49
15403 1955 72
16431 11137 53
13291 14418 40
809 8529 94
15148 15954 54
14460 29034 18
10953 13005 27
2662 10494 71
3058 28001 60
5090 1668 44
18888 7374 79
8191 1082 82
21907 28530 55
11551 26646 92
12212 4416 66
11292 8430 57
8117 9645 37
10103 22772 44
3655 21846 27
14909 8055 72
3841 12063 79
4640 19072 100
19485 14300 90
12082 3097 69
13473 22069 75
2857 14980 40
16459 1730 32
26029 22722 40
19506 28320 78
23256 19478 18
10538 27720 17
8355 29383 37
8482 9855 52
29586 8036 49
2392 22491 26
16909 10056 27
27700 25892 30
28711 18939 50
19272 27051 89
22606 12184 87
22860 13758 18
6700 175 57
26099 15326 74
25072 5849 28
20722 17042 70
1593 27081 51
3082 12264 92
26480 6608 99
6545 20008 68
10891 24011 42
15151 1318 12
7639 16277 29
21696 9741 48
20496 9516 48
6948 5878 67
7357 12352 78
26427 19456 76
29757 4990 29
10849 28231 10
17206 21260 83
29377 13185 76
12293 15956 94
7538 22801 93
19229 2799 82
23557 14895 22
25181 13113 62
28639 12948 90
10311 25094 84
22358 15459 46
1505 18023 94
16486 9471 82
27229 8168 44
29128 8649 54
6615 5071 18
17587 4991 42
12136 26182 12
9916 28508 60
26790 28226 69
29775 21065 32
23399 128 51
25119 8601 83
19860 11330 60
2620 10811 43
21506 25342 90
20434 19088 80
7637 17399 83
2711 27798 51
27618 3665 37
1250 10803 49
9289 24839 64
20511 27613 19
27849 2152 39
6394 5420 42
25036 21767 76
1355 23578 66
27056 25443 85
6181 18079 28
16138 21889 55
21441 11790 36
22634 1063 31
23890 10184 66
21777 1817 36
23766 14333 78
6341 15053 80
10811 23075 71
14016 20678 58
126 10279 91
12329 21683 74
16014 12686 38
23396 14914 30
9938 23648 68
13819 28753 56
5149 20519 95
14068 4272 23
5563 7078 50
12432 26278 52
4803 5344 83
27256 28425 35
8097 27167 93
13802 7180 66
19983 7062 50
16198 27373 66
7598 9738 100
27729 19528 94
19639 967 62
27604 15290 56
17445 3021 67
24029 22015 75
14339 15878 31
16710 27135 53
27651 12949 65
17032 22838 35
4982 13833 15
9589 23161 47
5694 7525 89
6548 13234 61
25649 14027 95
12694 18766 54
4309 21484 97
9613 4575 16
21868 26735 40
26355 1296 28
125 22065 67
26802 7132 69
22114 24243 53
24073 22851 56
27105 24781 94
19959 9751 69
4787 25903 24
15700 26410 22
8250 20241 59
26130 5686 74
3058 18498 96
6020 6817 51
24045 26624 56
8105 21141 23
24995 4785 54
22317 20170 21
9426 21082 11
11522 20656 15
11829 24950 94
29656 17933 86
13873 1108 33
23016 4414 56
16284 24094 50
25969 15052 19
1562 11221 80
4108 6235 66
27310 4743 62
2424 2912 33
27510 17 27
14569 10260 33
23595 23339 84
29361 3250 50
12715 13123 41
29769 14047 14
3934 24506 40
14625 2380 53
19830 19379 21
3120 13397 17
10846 22626 80
10131 6713 69
1206 1578 69
16185 10450 88
26992 15457 12
26914 4095 46
28333 9492 31
3510 25165 47
10363 22905 57
12616 20033 39
28683 7297 48
1836 3264 64
17657 25241 71
16442 7026 88
21828 1257 73
19561 17946 49
12957 11656 52
25984 26997 85
15038 3596 22
20251 9732 66
149 11896 48
13854 7137 56
15803 9762 94
13786 28111 76
29150 29162 25
2589 11157 54
14216 7409 90
18455 7420 76
26898 27142 68
22662 17140 90
1046 8056 90
23980 18585 48
18017 5600 68
22594 7789 79
22676 28961 81
26267 26225 86
27702 23001 53
12823 20329 14
29102 20025 84
29877 14236 93
23657 23267 78
14942 13158 19
9614 12705 19
22427 24685 26
8040 1172 12
11797 18242 73
11998 25749 61
7183 21312 37
20043 28374 75
2554 29106 81
10744 22172 48
17074 13607 30
13242 12061 28
6541 2526 55
21786 12861 66
25173 29318 92
12287 16868 19
27855 27140 51
8066 6401 85
17978 11353 67
15289 14847 14
28102 24141 52
16627 14409 88
20255 761 50
4204 21612 94
13931 7579 60
11150 25006 73
15619 4629 15
16788 15763 68
18735 8621 31
29405 21454 27
24011 9734 68
25579 9043 96
7396 24379 67
4852 9133 84
23222 9870 55
19791 3196 80
29498 28397 62
16523 21096 98
8675 4097 25
28998 15602 13
23864 2766 21
27264 4789 70
13274 11497 98
27784 28598 100
24877 10153 43
8822 15202 45
1376 10148 65
17756 11241 82
25395 13006 60
1016 17174 12
29533 12536 20
9958 7594 16
17002 8112 75
2344 7295 89
19458 926 90
5987 7207 27
3260 14761 79
18911 21120 84
1016 16645 50
8706 25831 66
9366 7267 26
6078 22780 33
23466 2391 77
6612 4160 94
16120 13651 19
7433 4200 75
7082 24105 38
12867 21827 92
9029 27448 69
2870 9119 49
21234 15689 91
25091 8872 33
27392 18345 78
731 29310 90
26615 8381 51
29517 4656 28
27841 19764 85
1577 25091 58
22941 12147 25
21622 15881 71
13667 19289 70
17130 10232 29
12225 15157 29
14107 20595 10
6741 5173 83
11861 6037 35
5903 5074 29
6894 543 67
22456 2397 63
26028 13431 26
14512 725 95
8415 29344 35
9366 10509 85
10096 25410 85
24189 27142 31
6082 4605 82
19744 10655 23
9346 27918 74
4798 12344 46
6953 14771 33
7306 29523 44
28433 27604 50
12614 14968 64
12836 14781 28
6502 16393 21
18097 15978 43
18272 14787 11
6794 825 24
21422 8940 50
1549 5 86
10272 13042 76
2565 9074 85
13896 24173 10
7091 3786 42
18065 10784 68
13425 8779 75
14861 3099 51
28908 15272 67
3237 7938 23
24073 4046 57
7225 24896 89
957 6631 84
28127 11298 82
13970 7830 30
736 21245 44
24670 13823 72
5399 3893 79
9950 28104 32
15103 7481 86
16903 2938 85
16849 1118 62
26514 26951 81
10266 3152 42
814 17985 84
12815 5835 74
23988 17918 60
12926 25849 34
29713 27719 57
20484 22701 86
3749 23687 37
6479 18587 46
17731 8717 100
12742 16605 91
26969 2486 69
7367 6765 23
19278 12155 96
19270 8007 57
29146 12105 91
23116 14584 60
16748 9960 61
13735 14392 43
14269 23206 64
22363 3483 94
26570 6004 11
21269 24432 39
28797 19171 90
2881 25087 57
12628 4145 96
12233 16231 95
11153 23652 32
8817 6800 93
18990 7091 27
2796 3550 83
7634 13360 41
27655 3074 10
25652 10030 40
25898 16127 25
24765 8731 93
28991 20395 14
463 27092 41
19562 5121 74
9217 26802 46
29955 18708 25
6624 10855 21
25478 20326 100
18263 20364 11
21563 21654 46
15179 25554 53
11364 5140 79
5376 3128 51
9251 5955 74
9416 16919 20
15486 24728 53
9550 9091 71
6650 18089 100
15719 12706 53
20661 3540 46
19201 1198 66
3644 20536 42
2685 10734 45
10378 29760 18
2443 4765 87
13365 14962 61
18792 2355 96
16305 15913 46
23502 14894 23
19162 8370 69
26160 5322 70
7579 1639 26
864 18027 35
24095 28282 32
8654 5501 17
25945 4265 70
21815 4190 18
18039 11174 30
3645 6463 27
20111 27809 68
5649 9376 62
10688 20144 56
25566 29351 39
24519 10911 16
5117 15667 27
9248 21656 19
7619 22475 83
25033 16505 71
5652 12177 20
25351 8572 43
20912 16648 39
715 28639 75
20303 22266 55
23439 28618 99
14699 15710 36
20796 3065 40
17290 16616 82
7647 18368 75
25512 27026 84
10442 17840 71
11512 4577 77
9656 26091 54
27847 15989 79
